Sample_ID,Data_Source,Molecular_Formula,Empirical_Formula,Dominant_Phase,Hf_content_wt%,Zr_content_wt%,Ta_content_wt%,Nb_content_wt%,Ti_content_wt%,Si_content_wt%,C_content_wt%,B_content_wt%,Valence_Electron_Conc,Sintering_Temp_C,Sintering_Time_min,Sintering_Pressure_MPa,Heating_Rate_C_per_min,Atmosphere,Atmosphere_Code,Powder_Particle_Size_um,Milling_Time_h,Milling_Speed_rpm,Ball_to_Powder_Ratio,Cooling_Rate_C_per_min,Homologous_Temperature,Grain_Size_um,Grain_Aspect_Ratio,Porosity_%,Density_g_cm3,Relative_Density_%,Phase_Fraction_Carbide_%,Phase_Fraction_Boride_%,SiC_Phase_Fraction_%,Mixing_Enthalpy_kJ_mol,Atomic_Size_Mismatch_%,Mixing_Entropy_J_molK,Omega_Phase_Stability,Electronegativity_Difference,Liquidus_Temp_C,Num_Principal_Elements,Phase_Stability_Index,Vickers_Hardness_GPa,Fracture_Toughness_MPa_m05,Flexural_Strength_MPa,Youngs_Modulus_GPa,Weibull_Modulus,Poisson_Ratio,Shear_Modulus_GPa,Bulk_Modulus_GPa,Pughs_Ratio_K_G,Critical_Flaw_Size_um,Specific_Strength_MPa_gcm3,Specific_Stiffness_GPa_gcm3,Nano_Hardness_GPa,Elastic_Energy_Density_MJ_m3,Thermal_Conductivity_W_mK,Thermal_Shock_Resistance_dT_C,CTE_1e6_per_C,Melting_Decomp_Temp_C,Specific_Heat_Cp_J_kgK,Thermal_Diffusivity_mm2_s,Thermal_Mismatch_Stress_MPa,Biot_Number,Phonon_MFP_nm,Cp_HighTemp_J_kgK,Reradiation_Flux_kW_m2,K_Therm_HighTemp_W_mK,Oxide_Thickness_100h_um,Kp_Parabolic_mg2_cm4s,Oxidation_Activation_Energy_kJ_mol,Hot_Corrosion_Resistance_Index,O2_Diffusion_Coeff_m2s,Mass_Gain_Oxidation_mg_cm2,Spallation_Resistance,BET_Surface_Area_m2_g,Milling_Energy_kJ_g,Green_Density_g_cm3,Densification_Rate_%_min,Sintering_Activation_Energy_kJ_mol,Powder_Flowability_s_50g,Carrs_Index_%,CTOD_um,J_Integral_kJ_m2,Notch_Sensitivity_Ratio,R_Curve_Slope,Fatigue_Crack_Growth_nm_cycle,Damage_Tolerance_Index,Test_Temperature_C,Oxidation_Rate_mg_cm2s,Creep_Rate_per_s,Emissivity,Ablation_Rate_mm_per_s,Leading_Edge_Survivability_mm,Plasma_Recession_Rate_um_s,Aero_Structural_FOM,TPS_Efficiency_Index,Service_Life_h,Heat_Absorption_Specific_J_g,Reusability_Index
UHTM_0023,Experimental,Hf0.04Zr0.12Ta0.04Nb0.02Ti0.07Si0.14C0.47B0.09,Hf2.0Zr5.6Ta1.8NbTi3.4Si6.9C22.4B4.4,ZrC,18.13,26.217,16.572,4.728,8.398,9.849,13.698,2.407,4.1889,2003.4,217.0,96.25,34.09,Vacuum,0,0.75,45.8,356.6,8.73,4.41,0.6575,28.034,3.655,0.386,6.4979,99.298,61.2,28.0,10.82,-2.2545,15.0,13.5955,20.3973,0.4898,4000.0,6,1.361,20.843,7.831,618.63,430.45,6.67,0.1811,177.82,215.68,1.2161,51.0079,109.206,58.656,19.357,0.001,39.264,100.0,7.2228,3382.4,428.23,14.1482,15.83,0.0195,5.0,603.29,2248.39,5.0,500.0,100.0,221.61,2.719,4.7556508e-13,200.0,0.6529,1.0327,30.0,4.9241,0.22333,455.3,18.617,20.585,0.22183,0.14274,0.9592,0.4864,0.00029,0.3113,2323.4,4.88295,3.972e-08,0.8723,0.03708,14.072,21.3842,30.5495,0.5664,95.58,986.69,0.0
UHTM_0024,Synthetic,Hf0.07Zr0.15Ta0.06Si0.23C0.44B0.05,Hf1.4Zr3.1Ta1.1Si4.6C8.9B,ZrSi,24.406,27.861,20.769,1.627,0.559,13.019,10.68,1.08,4.2132,2095.6,155.4,77.54,25.63,He,3,5.539,11.86,109.4,9.87,29.86,0.6676,20.865,2.524,1.094,6.8258,99.9,55.52,21.19,11.88,-5.5972,15.0,12.8406,8.024,0.4997,4000.0,5,19.32,23.546,5.56,705.54,407.66,9.58,0.1881,166.3,221.33,1.3537,19.7681,100.389,53.556,21.132,0.01585,54.132,100.0,7.2358,3497.6,414.59,19.4421,0.0,0.0706,5.0,530.38,243.843,11.854,500.0,100.0,192.77,7.543,6.5171e-16,200.0,0.585,0.2941,1.4992,5.2041,0.26219,493.23,45.393,23.404,0.10663,0.07649,0.9483,0.3705,0.000759,0.2086,1221.9,0.28945,1.054e-09,0.91,0.01753,15.0,9.4815,35.248,0.6108,1073.81,497.54,8.414
UHTM_0025,Synthetic,Hf0.07Zr0.14Ta0.05Nb0.04Ti0.04Si0.36C0.23B0.07,Hf1.9Zr3.6Ta1.3NbTi1.1Si9.6C6.2B2.0,HfSi,23.412,23.408,17.03,6.572,3.777,19.017,5.274,1.51,4.2209,2003.9,200.1,94.41,28.79,Ar,1,5.95,30.95,272.1,10.01,26.51,0.6489,47.413,3.878,3.158,6.6392,99.057,47.88,23.06,21.92,-7.8041,15.0,14.6464,6.0632,0.4309,4000.0,6,5.162,22.232,8.266,291.84,391.43,5.0,0.2107,158.27,243.39,1.571,100.0,47.448,58.761,21.094,0.00521,44.826,100.0,8.8361,3230.7,383.43,18.2122,2.53,0.01,5.0,507.65,820.309,7.543,500.0,100.0,227.91,6.361,1.182988e-14,200.0,0.5335,0.1,22.8518,5.2719,0.20705,461.0,48.739,19.583,0.59231,0.17913,1.0,0.6948,0.000349,0.3447,1762.5,1.22584,7.795e-09,0.843,0.01857,15.0,10.7837,12.7396,1.3084,355.76,667.57,2.973
UHTM_0026,Experimental,Hf0.11Zr0.09Ta0.03Nb0.02Ti0.03Si0.19C0.46B0.07,Hf5.1Zr4.4Ta1.3NbTi1.3Si9.1C21.3B3.3,HfC,40.392,18.016,10.221,4.151,2.804,11.397,11.433,1.587,4.1278,2094.6,120.2,62.21,6.55,He,3,6.562,20.68,450.0,5.39,37.37,0.6615,6.755,2.345,1.25,7.3237,99.9,54.22,25.91,14.49,-5.4857,15.0,13.3619,8.863,0.4981,4000.0,5,15.899,22.988,5.936,888.82,420.24,12.72,0.1953,192.61,233.19,1.251,14.1991,115.22,63.696,21.851,0.00128,53.185,100.0,7.9605,3638.7,403.87,17.62,15.06,0.0113,55.484,548.47,1271.453,6.0,500.0,100.0,238.21,6.021,1.405417e-14,200.0,0.6527,0.2045,30.0,5.4218,0.28248,460.79,50.914,20.109,0.09987,0.09041,0.9889,0.2344,0.000645,0.1949,1970.4,1.62509,1.2217e-08,0.8821,0.01823,15.0,11.1585,36.3134,0.8818,267.41,793.11,1.09
UHTM_0027,Synthetic,Hf0.03Zr0.05Ta0.03Nb0.01Ti0.05Si0.10C0.47B0.27,Hf2.1Zr3.7Ta2.1NbTi3.3Si7.1C34.7B19.6,TaC,17.11,15.48,17.364,4.304,7.36,9.28,19.303,9.8,4.1187,1838.2,187.5,40.71,33.75,Vacuum,0,2.631,53.05,220.6,10.12,25.98,0.6247,48.698,2.161,1.542,6.2523,95.993,64.46,44.44,13.17,-8.9165,15.0,12.3197,4.6319,0.4137,4000.0,7,7.487,23.06,7.591,305.63,400.84,5.0,0.2027,178.99,229.84,1.2914,100.0,59.029,54.055,21.07,0.01329,43.739,100.0,7.5267,3352.4,381.06,17.7548,0.0,0.0884,5.0,528.95,885.195,6.353,500.0,100.0,220.68,6.46,1.379541e-14,200.0,0.6811,0.1,25.6365,4.4633,0.15987,473.48,33.348,20.189,0.47396,0.14377,1.0,0.683,0.000388,0.2982,1775.3,0.84586,7.021e-09,0.8892,0.01578,15.0,7.5514,16.2817,0.7865,496.57,652.35,5.711
UHTM_0028,Synthetic,Hf0.05Zr0.04Ta0.03Nb0.01Ti0.06Si0.25C0.36B0.21,Hf3.2Zr2.6Ta1.9NbTi4.1Si17.3C24.5B14.2,HfSi,23.825,10.071,14.374,3.922,8.35,20.55,12.446,6.461,4.1183,1693.8,221.7,24.23,8.67,Ar,1,3.709,32.65,137.8,17.05,21.7,0.5752,11.917,3.165,10.661,6.1506,91.598,60.85,35.11,22.32,-3.8891,15.0,13.5916,12.0005,0.4082,4000.0,7,14.478,23.221,5.951,797.9,328.19,10.92,0.1945,135.47,170.59,1.2212,17.7047,123.341,58.307,21.403,0.001,40.95,100.0,6.8232,3433.8,403.65,16.3917,25.47,0.1186,15.838,567.91,2315.214,5.0,500.0,100.0,207.65,2.336,2.3677726e-13,200.0,0.5437,0.1835,6.1868,4.3708,0.16288,432.27,40.041,18.692,0.1462,0.10128,1.0,0.2793,0.000577,0.2933,2333.8,4.99058,7.6713e-08,0.8856,0.03564,14.747,20.3458,50.0,0.8231,89.43,921.32,0.0
UHTM_0029,Synthetic,Hf0.06Zr0.03Ta0.01Nb0.05Ti0.02Si0.07C0.45B0.32,Hf4.9Zr2.0TaNb3.7Ti1.5Si5.2C35.6B25.4,HfC,34.9,7.278,7.247,13.678,2.913,5.879,17.115,10.989,4.0994,2042.8,150.1,78.09,24.58,He,3,8.452,71.23,403.4,18.46,20.51,0.6726,38.757,1.095,1.019,6.8279,96.891,67.75,41.73,9.11,-4.9188,15.0,11.9816,8.1998,0.4094,4000.0,7,11.616,21.74,7.189,463.74,416.34,5.0,0.1987,157.13,233.65,1.4967,76.4954,58.992,60.21,20.232,0.00729,44.598,100.0,6.4891,3366.3,350.46,17.3952,16.33,0.0826,5.0,531.09,3111.297,5.0,500.0,100.0,185.89,1.0,2.2154704e-13,200.0,0.6481,0.1,30.0,5.1302,0.20156,450.26,60.0,17.571,0.27334,0.12733,1.0,0.5847,0.000377,0.2306,2484.3,8.25273,7.2396e-08,0.9504,0.04563,14.532,23.7783,25.2372,1.6842,53.1,853.91,0.0
UHTM_0030,Synthetic,Hf0.02Zr0.09Ta0.03Nb0.03Ti0.04Si0.28C0.38B0.13,HfZr4.5Ta1.4Nb1.3Ti2.1Si13.6C18.5B6.2,ZrSi,10.262,23.496,14.634,7.139,5.774,22.029,12.785,3.882,4.1789,1816.3,68.0,29.7,18.17,He,3,2.03,3.94,342.4,12.77,2.3,0.618,17.279,1.319,1.911,6.4236,99.9,63.93,31.9,25.14,-4.3375,15.0,13.494,9.762,0.431,4000.0,7,19.479,21.337,4.539,773.74,415.78,8.31,0.2093,167.19,228.41,1.4056,10.9558,120.92,59.212,20.283,0.01236,44.06,100.0,6.8919,3137.9,390.1,17.5484,0.0,0.021,5.0,468.2,223.303,6.385,500.0,100.0,209.65,7.844,1.19318e-15,200.0,0.5276,0.9289,4.6834,4.3693,0.58849,411.8,25.23,16.865,0.07243,0.05297,1.0,0.3121,0.001425,0.2635,1173.8,0.67696,2.682e-09,0.8923,0.00717,15.0,3.8018,41.9131,1.0191,668.07,443.43,5.694
UHTM_0031,Experimental,Hf0.08Zr0.13Nb0.02Ti0.02Si0.31C0.31B0.12,Hf4.2Zr6.7Nb1.2TiSi15.9C16.1B6.2,HfSi,33.516,27.146,0.793,5.006,2.124,19.871,8.56,2.984,4.0282,2002.8,86.4,44.22,29.54,N2,2,8.286,25.56,328.1,11.83,17.44,0.6412,7.583,2.672,0.909,7.6157,99.9,50.47,19.39,24.57,-3.9069,15.0,13.549,11.2816,0.4522,4000.0,5,15.99,26.807,5.562,874.24,416.76,12.9,0.2187,178.02,227.91,1.2425,12.8838,122.962,57.682,26.441,0.001,52.916,100.0,8.6451,3253.0,412.78,17.5476,19.42,0.01,48.75,507.63,212.973,9.14,500.0,100.0,234.95,7.325,5.2817e-16,200.0,0.5875,0.1,27.465,5.3312,0.36668,413.13,60.0,15.843,0.07672,0.07869,0.9503,0.2315,0.000853,0.1813,1194.9,0.50494,1.093e-09,0.8277,0.01213,15.0,6.9677,32.0016,0.8866,800.98,485.98,6.997
UHTM_0032,Experimental,Hf0.03Zr0.10Ta0.02Nb0.03Ti0.04Si0.24C0.30B0.23,Hf1.4Zr5.0TaNb1.5Ti1.8Si11.7C14.2B11.2,ZrSi,14.066,26.42,10.505,8.064,4.98,19.0,9.932,7.032,4.1154,1762.4,71.7,62.6,11.0,Ar,1,5.67,34.7,121.4,5.46,48.82,0.5905,42.966,4.772,0.998,6.4462,99.9,56.98,29.8,21.78,-3.3305,15.0,14.0943,13.6959,0.4145,4000.0,7,10.152,21.111,9.177,388.57,433.3,5.0,0.2058,167.14,246.03,1.4166,100.0,61.916,64.844,20.403,0.00452,41.548,100.0,7.6307,3236.4,415.28,14.8088,0.0,0.0673,5.0,483.48,230.053,12.046,500.0,100.0,217.01,7.215,1.70878e-15,200.0,0.71,0.1,5.2044,5.0762,0.65163,458.85,48.321,23.145,0.50509,0.18956,0.9714,0.6663,0.000415,0.451,1195.5,0.62155,2.331e-09,0.868,0.01351,15.0,6.7194,18.2704,0.6551,664.54,496.26,6.762
UHTM_0033,Synthetic,Hf0.03Zr0.12Nb0.04Ti0.04Si0.14C0.51B0.11,HfZr4.8Nb1.7Ti1.4Si5.6C19.7B4.4,ZrC,13.259,32.309,4.968,11.602,5.01,11.764,17.565,3.524,4.1305,1648.7,81.8,65.15,36.12,He,3,7.646,36.23,156.2,18.19,43.8,0.5474,15.789,3.886,2.379,6.8335,99.9,65.5,29.09,14.48,-8.7671,15.0,12.6519,4.8183,0.4715,4000.0,6,10.111,24.041,6.979,811.4,397.99,10.26,0.1913,171.86,218.11,1.3358,23.5458,114.049,69.535,21.844,0.001,44.76,100.0,7.9168,3338.9,414.33,15.6002,0.0,0.0549,5.0,588.45,1424.208,6.074,500.0,100.0,221.07,5.59,1.361503e-14,200.0,0.592,0.3351,8.9304,5.0753,0.52125,395.64,57.7,17.222,0.1533,0.1264,1.0,0.3514,0.000391,0.3404,2021.8,2.21804,1.5878e-08,0.9053,0.02115,15.0,11.4698,37.7101,0.7566,207.23,836.62,0.0
UHTM_0034,Experimental,Hf0.14Zr0.12Nb0.03Ti0.12Si0.11C0.32B0.16,Hf5.5Zr4.7NbTi4.6Si4.3C12.3B6.3,HfC,46.404,20.282,2.59,4.392,10.438,5.677,7.002,3.215,4.0377,2195.5,94.3,68.05,40.78,He,3,7.165,22.75,349.0,5.2,17.14,0.685,33.113,1.353,5.558,7.4114,99.9,54.08,26.47,8.6,-7.7824,15.0,15.0965,7.0138,0.495,4000.0,5,11.909,19.807,6.737,485.14,363.98,5.91,0.1812,158.38,185.02,1.2527,61.388,56.462,51.603,18.401,0.01179,51.512,100.0,8.8918,3615.7,386.68,17.406,0.0,0.0572,5.0,536.07,549.213,7.124,500.0,100.0,221.58,6.593,3.97991e-15,200.0,0.6202,0.1,27.5923,5.6127,0.40044,423.06,56.022,18.961,0.2373,0.12629,1.0,0.5149,0.000512,0.2932,1559.0,0.86682,6.731e-09,0.8703,0.01771,15.0,10.6455,20.1512,0.5219,475.35,577.46,5.194
UHTM_0035,Synthetic,Hf0.10Zr0.11Nb0.03Ti0.05Si0.29C0.32B0.09,Hf3.7Zr4.0NbTi1.9Si10.5C11.4B3.2,HfSi,38.724,21.419,1.361,5.485,5.38,17.469,8.106,2.056,4.0479,1693.7,146.6,33.3,12.35,N2,2,2.154,52.51,183.1,19.17,29.8,0.5407,28.539,4.385,1.563,7.3102,99.9,55.22,25.93,18.51,-5.8969,15.0,14.0809,8.7956,0.4636,4000.0,6,22.052,22.507,8.095,620.99,447.51,8.64,0.2001,186.58,241.25,1.2949,54.0823,68.08,61.496,21.11,0.001,45.265,100.0,7.7776,3683.5,401.9,15.6052,0.0,0.01,5.0,549.74,1489.417,6.614,500.0,100.0,224.86,5.1,3.0890092e-13,200.0,0.5589,0.4349,17.5972,5.1976,0.34759,423.65,30.068,25.722,0.23521,0.14931,0.9747,0.5023,0.000423,0.3821,2100.0,2.32784,2.0573e-08,0.8258,0.02056,15.0,11.9248,24.3166,0.9022,188.42,852.84,0.0
UHTM_0036,Synthetic,Hf0.09Zr0.13Ta0.03Ti0.03Si0.33C0.32B0.05,Hf2.9Zr4.3Ta1.1TiSi10.6C10.4B1.6,HfSi,32.374,24.195,11.773,1.546,2.955,18.331,7.731,1.096,4.1222,2193.1,153.5,50.38,9.69,He,3,5.731,62.98,301.6,12.34,42.52,0.6995,23.852,3.929,2.925,7.3413,99.9,52.23,22.39,20.64,-5.2314,15.0,13.5485,9.0894,0.4695,4000.0,5,9.151,23.155,6.686,686.13,375.19,7.31,0.1975,156.36,204.57,1.3384,30.2284,88.899,54.347,22.017,0.01433,52.13,100.0,8.5388,3509.6,414.14,17.4645,1.74,0.0133,5.0,562.6,596.303,7.406,500.0,100.0,240.56,7.339,9.9964e-16,200.0,0.547,0.1,30.0,5.1038,0.21538,447.1,50.779,19.292,0.16362,0.11533,0.9693,0.4255,0.000414,0.2233,1608.2,0.63766,4.926e-09,0.8309,0.016,15.0,9.2765,29.081,0.1356,629.16,677.78,6.133
UHTM_0037,Synthetic,Hf0.05Zr0.12Ta0.02Nb0.01Si0.29C0.40B0.10,Hf4.0Zr9.8Ta1.3NbSi24.1C32.7B8.1,ZrSi,22.602,28.706,7.436,2.972,1.248,21.67,12.559,2.806,4.076,2186.4,119.6,69.38,11.55,He,3,8.69,67.59,318.0,10.13,22.62,0.716,25.043,3.444,0.187,7.2613,99.9,57.82,27.32,26.37,-4.5288,15.0,12.6541,9.4508,0.4536,4000.0,5,2.279,24.092,7.269,633.79,414.94,7.78,0.2157,163.42,235.98,1.4628,41.8681,85.754,63.861,22.24,0.00247,50.198,100.0,7.2853,3382.4,437.41,15.8153,7.7,0.125,5.0,604.35,1208.024,10.086,500.0,100.0,217.46,6.025,4.682881e-14,200.0,0.6681,0.1,30.0,5.408,0.30565,406.92,60.0,20.868,0.18569,0.11796,1.0,0.4451,0.000339,0.2318,1941.4,1.33228,1.0445e-08,0.8851,0.01594,15.0,8.4395,28.8255,0.9568,334.0,854.68,2.991
UHTM_0038,Synthetic,Hf0.03Zr0.05Ta0.03Nb0.04Ti0.01Si0.10C0.61B0.12,Hf2.4Zr3.9Ta2.5Nb3.5TiSi8.9C51.9B10.4,TaC,16.376,13.648,17.69,12.468,1.846,9.588,24.048,4.336,4.2582,2076.3,159.2,97.59,44.47,He,3,4.378,57.97,213.4,18.86,1.88,0.7022,36.746,4.281,0.474,6.2423,96.164,78.95,26.23,16.31,-4.7247,15.0,11.0133,7.4038,0.4221,4000.0,6,10.203,18.822,7.674,402.08,406.17,6.64,0.2029,174.4,235.31,1.2403,100.0,69.953,72.272,17.985,0.02566,38.72,100.0,7.6961,3176.2,417.39,14.5186,8.27,0.01,5.0,603.2,1776.007,5.437,500.0,100.0,222.49,5.092,9.163902e-14,200.0,0.58,0.4809,26.4796,5.1454,0.25248,430.3,37.903,22.452,0.35747,0.13817,0.96,0.5699,0.000342,0.3954,2154.8,2.94192,2.6323e-08,0.9015,0.03383,14.111,18.5898,20.612,0.5435,146.6,882.06,0.0
UHTM_0039,Synthetic,Hf0.08Zr0.08Nb0.01Ti0.02Si0.31C0.22B0.27,Hf6.5Zr6.1NbTi1.6Si24.4C17.1B21.3,HfSi,38.01,18.209,1.464,3.047,2.523,22.469,6.732,7.546,3.9696,1995.7,47.1,78.21,28.77,N2,2,9.669,61.24,479.4,5.37,4.65,0.6468,4.845,2.616,1.395,7.234,99.9,52.04,36.8,25.24,-4.5432,15.0,13.3774,10.2604,0.3896,4000.0,5,5.377,23.829,5.706,900.0,452.22,13.79,0.2001,190.9,255.76,1.3501,12.7965,112.741,67.154,22.143,0.001,54.489,100.0,8.0339,3484.6,398.37,19.0029,7.83,0.0576,60.584,523.87,968.299,5.381,500.0,100.0,238.53,7.121,1.132542e-14,200.0,0.5355,0.1,30.0,5.7704,0.89315,388.82,60.0,21.323,0.07367,0.07642,1.0,0.2109,0.001005,0.2315,1822.3,1.20997,7.42e-09,0.8883,0.01645,15.0,7.8664,34.1088,0.576,362.88,711.07,3.815
UHTM_0040,Synthetic,Hf0.06Zr0.04Ta0.02Nb0.04Ti0.02Si0.32C0.47B0.03,Hf4.1Zr2.6TaNb2.4Ti1.5Si20.8C30.5B1.7,HfSi,30.204,9.783,7.497,9.365,2.984,24.228,15.195,0.744,4.1612,1946.7,48.4,93.81,26.03,He,3,4.577,39.64,437.0,13.72,26.01,0.6506,33.575,1.886,0.04,6.8853,99.698,60.74,24.47,33.15,-7.2787,15.0,11.5743,5.0373,0.4411,4000.0,6,9.694,21.224,7.473,537.69,448.94,5.48,0.2047,182.48,269.7,1.5513,61.4854,84.775,72.087,20.242,0.00892,41.632,100.0,6.4543,3167.8,422.9,14.9164,5.7,0.01,5.0,558.33,986.826,8.559,500.0,100.0,255.37,6.839,2.837085e-14,200.0,0.595,0.1,30.0,5.5214,0.79099,399.79,44.5,23.098,0.22382,0.13295,0.9558,0.5352,0.000398,0.4003,1809.3,1.01616,7.945e-09,0.928,0.02678,14.667,13.9601,27.1275,1.0925,379.69,738.81,4.349
UHTM_0041,Synthetic,Hf0.04Zr0.14Ta0.03Nb0.05Ti0.08Si0.29C0.29B0.09,Hf1.3Zr5.3TaNb1.9Ti3.0Si10.8C10.7B3.3,ZrSi,14.127,28.56,10.681,10.528,8.42,17.987,7.613,2.084,4.1913,2119.7,66.1,80.98,9.8,He,3,1.514,59.46,388.9,13.23,48.5,0.7026,44.843,3.048,0.583,6.7104,99.9,47.44,27.83,25.59,-6.0624,15.0,14.7773,8.1366,0.4467,4000.0,7,14.647,23.36,8.475,310.75,441.13,6.97,0.2245,173.84,263.35,1.4562,100.0,40.368,71.754,21.996,0.001,50.646,100.0,7.3276,3338.0,382.95,20.1534,0.0,0.0505,5.0,469.08,193.601,11.846,500.0,100.0,236.03,6.76,7.8429e-16,200.0,0.5991,0.6848,30.0,5.1373,0.62671,389.33,27.184,18.573,0.50957,0.16672,1.0,0.6754,0.000235,0.289,1132.4,0.60178,2.986e-09,0.8851,0.01477,15.0,8.4261,14.3767,0.912,671.25,426.93,6.536
UHTM_0042,Synthetic,Hf0.04Zr0.06Ta0.02Ti0.03Si0.20C0.44B0.20,Hf1.8Zr2.5TaTi1.3Si8.3C18.6B8.6,HfSi,23.067,17.01,13.347,1.353,4.737,17.151,16.508,6.828,4.0787,1773.7,138.8,67.34,34.23,Ar,1,3.955,21.85,131.2,8.29,34.97,0.5949,3.361,3.195,1.457,6.8277,99.9,63.9,39.7,20.39,-5.3906,15.0,12.6959,8.0281,0.4222,4000.0,6,11.18,21.757,5.566,900.0,404.51,12.79,0.1893,160.51,217.7,1.293,12.1752,126.677,63.792,21.474,0.001,46.696,100.0,6.5466,3408.7,431.05,15.6631,0.0,0.0199,57.004,564.97,636.985,8.245,500.0,100.0,226.25,8.141,4.41805e-15,200.0,0.6386,0.2533,3.648,5.2574,0.3043,448.45,38.718,20.396,0.10288,0.07046,0.9821,0.2009,0.000833,0.2854,1616.2,0.48603,5.218e-09,0.8768,0.01136,15.0,5.7172,49.6704,0.4194,824.64,688.59,7.189
UHTM_0043,Experimental,Hf0.03Zr0.06Ta0.02Nb0.05Ti0.06Si0.41C0.30B0.07,Hf1.8Zr3.3TaNb2.6Ti3.1Si22.1C15.8B3.9,HfSi,15.533,14.858,8.839,11.798,7.257,30.389,9.289,2.037,4.186,1880.6,74.9,35.36,44.06,Ar,1,9.522,28.69,142.5,11.43,4.47,0.6478,7.462,3.153,0.03,6.5144,99.9,58.48,24.81,35.87,-5.1642,15.0,13.1869,8.2964,0.4029,4000.0,7,5.925,23.219,5.352,900.0,453.94,9.94,0.2106,190.46,263.12,1.345,11.2564,150.642,67.711,22.315,0.001,43.929,100.0,7.8562,3249.0,395.39,16.893,0.0,0.0863,32.75,539.46,909.869,7.873,500.0,100.0,232.78,6.454,8.2777e-15,200.0,0.6117,0.3106,5.7994,4.5449,0.53118,374.27,60.0,21.438,0.05765,0.06288,1.0,0.2342,0.001084,0.2096,1818.7,1.13013,7.357e-09,0.8357,0.01115,14.759,5.8739,38.8376,0.2749,394.8,705.56,3.911
UHTM_0044,Experimental,Hf0.10Zr0.10Ta0.03Nb0.02Si0.25C0.37B0.13,Hf5.7Zr5.8Ta1.7NbSi14.8C22.2B7.7,HfSi,37.052,19.305,11.089,3.409,1.017,15.301,9.792,3.035,4.1146,1971.6,89.5,73.33,42.27,N2,2,3.265,22.82,297.1,14.78,10.28,0.627,35.973,3.26,0.615,7.6731,99.9,58.13,26.89,16.98,-5.5435,15.0,13.6611,8.5821,0.4659,4000.0,5,7.751,23.158,6.092,544.43,430.89,6.35,0.2059,177.04,240.42,1.3343,39.8531,46.179,62.441,22.425,0.00107,50.248,100.0,7.7292,3482.5,395.04,16.4011,16.35,0.0327,5.0,504.87,698.191,9.022,500.0,100.0,239.22,6.76,5.76143e-15,200.0,0.5483,0.2956,20.168,5.6077,0.41873,434.65,36.959,20.398,0.15483,0.08759,1.0,0.5407,0.000621,0.256,1693.0,0.58703,5.823e-09,0.8359,0.00572,15.0,3.0962,21.2537,0.8087,775.61,649.78,6.683
UHTM_0045,Synthetic,Hf0.03Zr0.07Ta0.03Nb0.05Ti0.06Si0.08C0.43B0.25,Hf1.1Zr2.3TaNb1.6Ti1.8Si2.5C13.7B8.2,ZrC,17.052,18.301,15.855,12.924,7.696,6.059,14.377,7.737,4.2104,1846.7,114.1,69.87,33.17,Vacuum,0,8.694,33.65,164.3,15.91,38.79,0.6162,22.145,4.795,1.443,6.231,95.692,58.23,30.9,7.13,-4.4926,15.0,13.5722,10.0888,0.4424,4000.0,8,3.72,21.421,7.85,680.23,422.66,7.78,0.1914,175.86,208.45,1.2187,42.393,96.9,65.688,19.607,0.001,41.99,100.0,6.3312,3339.5,399.38,17.1186,7.17,0.0743,5.0,594.34,2409.108,5.775,500.0,100.0,204.72,1.0,1.559822e-13,200.0,0.5879,0.1,8.9647,4.8188,0.35502,435.26,60.0,22.948,0.22117,0.14602,0.9939,0.4342,0.000436,0.2592,2351.2,5.53734,4.8376e-08,0.8987,0.03273,14.77,18.2706,40.7189,0.5653,77.96,931.25,0.0
UHTM_0046,Experimental,Hf0.07Zr0.06Ta0.03Nb0.03Ti0.06Si0.20C0.50B0.06,Hf2.7Zr2.2TaNb1.1Ti2.2Si7.7C19.0B2.1,HfC,31.366,13.188,11.641,6.855,6.831,13.942,14.713,1.464,4.1703,1856.5,200.5,68.2,8.39,Ar,1,8.824,20.56,491.3,5.01,42.23,0.6089,20.476,4.609,1.703,6.8574,98.796,58.57,21.33,13.92,-6.5923,15.0,12.8944,6.8147,0.4741,4000.0,7,15.145,22.231,6.783,621.51,411.44,9.5,0.1922,160.07,227.21,1.4855,37.9144,91.09,61.317,20.631,0.001,48.151,100.0,7.866,3484.0,383.97,17.5965,8.24,0.1329,5.0,569.09,2291.494,5.108,500.0,100.0,239.12,2.368,1.5307912e-13,200.0,0.594,0.2807,30.0,4.9941,0.09276,421.15,60.0,21.056,0.18971,0.11262,1.0,0.3897,0.000553,0.2935,2359.8,5.72359,4.9126e-08,0.8427,0.03422,15.0,20.3077,28.1341,0.1,81.64,894.79,0.0
